timstamp,x,y,z
2025-06-06 01:49:43.498,0.9810791015625,-0.038818359375,-0.0389404296875
2025-06-06 01:49:43.557,0.981201171875,-0.0386962890625,-0.0457763671875
2025-06-06 01:49:43.558,0.9814453125,-0.03857421875,-0.048583984375
2025-06-06 01:49:43.559,0.981201171875,-0.0389404296875,-0.0474853515625
2025-06-06 01:49:43.617,0.981201171875,-0.0396728515625,-0.039306640625
2025-06-06 01:49:43.618,0.9810791015625,-0.03955078125,-0.0380859375
2025-06-06 01:49:43.619,0.9815673828125,-0.038818359375,-0.0389404296875
2025-06-06 01:49:43.677,0.9822998046875,-0.039306640625,-0.044677734375
2025-06-06 01:49:43.678,0.9813232421875,-0.038330078125,-0.0472412109375
2025-06-06 01:49:43.678,0.9803466796875,-0.03857421875,-0.0458984375
2025-06-06 01:49:43.737,0.981201171875,-0.038330078125,-0.0386962890625
2025-06-06 01:49:43.738,0.981689453125,-0.0396728515625,-0.0377197265625
2025-06-06 01:49:43.738,0.98193359375,-0.038818359375,-0.040283203125
2025-06-06 01:49:43.797,0.98095703125,-0.039794921875,-0.1015625
2025-06-06 01:49:43.798,0.99365234375,-0.0439453125,0.0106201171875
2025-06-06 01:49:43.798,0.979736328125,-0.0411376953125,0.0506591796875
2025-06-06 01:49:43.858,0.9781494140625,-0.0382080078125,-0.0234375
2025-06-06 01:49:43.858,0.9837646484375,-0.03857421875,-0.0504150390625
2025-06-06 01:49:43.859,0.983154296875,-0.03857421875,-0.0596923828125
2025-06-06 01:49:43.917,0.978515625,-0.0372314453125,-0.0533447265625
2025-06-06 01:49:43.918,0.9808349609375,-0.0391845703125,-0.0462646484375
2025-06-06 01:49:43.919,0.98095703125,-0.0386962890625,-0.0338134765625
2025-06-06 01:49:43.977,0.982666015625,-0.0400390625,-0.0107421875
2025-06-06 01:49:43.978,0.981201171875,-0.03955078125,-0.0362548828125
2025-06-06 01:49:43.978,0.9820556640625,-0.038818359375,-0.064208984375
2025-06-06 01:49:44.037,0.980712890625,-0.0386962890625,-0.0570068359375
2025-06-06 01:49:44.038,0.9818115234375,-0.038818359375,-0.0419921875
2025-06-06 01:49:44.038,0.9814453125,-0.0399169921875,-0.0335693359375
2025-06-06 01:49:44.097,0.9818115234375,-0.0400390625,-0.0306396484375
2025-06-06 01:49:44.098,0.9813232421875,-0.0384521484375,-0.0450439453125
2025-06-06 01:49:44.099,0.9814453125,-0.037841796875,-0.0513916015625
2025-06-06 01:49:44.158,0.981689453125,-0.0389404296875,-0.0618896484375
2025-06-06 01:49:44.158,0.9820556640625,-0.0391845703125,-0.0350341796875
2025-06-06 01:49:44.159,0.9814453125,-0.0394287109375,-0.029541015625
2025-06-06 01:49:44.218,0.9813232421875,-0.0400390625,-0.028076171875
2025-06-06 01:49:44.219,0.9815673828125,-0.0384521484375,-0.052490234375
2025-06-06 01:49:44.220,0.9814453125,-0.03759765625,-0.0555419921875
2025-06-06 01:49:44.277,0.9810791015625,-0.0382080078125,-0.049560546875
2025-06-06 01:49:44.278,0.9815673828125,-0.038818359375,-0.0364990234375
2025-06-06 01:49:44.279,0.982177734375,-0.0394287109375,-0.03369140625
2025-06-06 01:49:44.337,0.9810791015625,-0.0401611328125,-0.030517578125
2025-06-06 01:49:44.338,0.981201171875,-0.039306640625,-0.0491943359375
2025-06-06 01:49:44.338,0.981201171875,-0.039794921875,-0.05322265625
2025-06-06 01:49:44.398,0.9803466796875,-0.0390625,-0.0545654296875
2025-06-06 01:49:44.398,0.9815673828125,-0.0379638671875,-0.03515625
2025-06-06 01:49:44.399,0.9815673828125,-0.039306640625,-0.031982421875
2025-06-06 01:49:44.457,0.98095703125,-0.0384521484375,-0.03466796875
2025-06-06 01:49:44.458,0.980712890625,-0.03857421875,-0.05078125
2025-06-06 01:49:44.459,0.9810791015625,-0.039306640625,-0.0528564453125
2025-06-06 01:49:44.517,0.9813232421875,-0.03857421875,-0.051025390625
2025-06-06 01:49:44.518,0.9815673828125,-0.0394287109375,-0.037109375
2025-06-06 01:49:44.518,0.982177734375,-0.039306640625,-0.03515625
2025-06-06 01:49:44.577,0.98095703125,-0.0390625,-0.03515625
2025-06-06 01:49:44.578,0.9813232421875,-0.03759765625,-0.0506591796875
2025-06-06 01:49:44.579,0.9808349609375,-0.0391845703125,-0.052978515625
2025-06-06 01:49:44.638,0.9815673828125,-0.0390625,-0.0499267578125
2025-06-06 01:49:44.638,0.9820556640625,-0.0391845703125,-0.0361328125
2025-06-06 01:49:44.639,0.98193359375,-0.0399169921875,-0.03515625
2025-06-06 01:49:44.697,0.9813232421875,-0.0390625,-0.037841796875
2025-06-06 01:49:44.698,0.981201171875,-0.038818359375,-0.0501708984375
2025-06-06 01:49:44.699,0.9815673828125,-0.0389404296875,-0.0499267578125
2025-06-06 01:49:44.757,0.981201171875,-0.0386962890625,-0.0498046875
2025-06-06 01:49:44.758,0.981201171875,-0.0389404296875,-0.03515625
2025-06-06 01:49:44.759,0.9822998046875,-0.0391845703125,-0.035888671875
2025-06-06 01:49:44.818,0.9810791015625,-0.038818359375,-0.044677734375
